Data,Hora,Pressao Atmosferica 1,Temperatura 1,Pressao Atmosferica 2,Temperatura 2
2024/05/09, 16:57, 956.9194,24.3698,956.4146,24.1765
2024/05/09, 16:57, 956.9149,24.3586,956.4108,24.1667
2024/05/09, 16:57, 956.9177,24.3621,956.4067,24.1678
2024/05/09, 16:57, 956.9289,24.3632,956.4001,24.1673
2024/05/09, 16:58, 956.9377,24.3678,956.4063,24.1659
2024/05/09, 16:58, 956.9310,24.3765,956.4029,24.1653
2024/05/09, 16:58, 956.9144,24.3751,956.4023,24.1684
2024/05/09, 16:58, 956.9106,24.3664,956.3948,24.1685
2024/05/09, 16:58, 956.9133,24.3782,956.3934,24.1774
2024/05/09, 16:58, 956.9194,24.3803,956.3884,24.1697
2024/05/09, 16:58, 956.9214,24.3808,956.3974,24.1688
2024/05/09, 16:58, 956.9228,24.3850,956.4004,24.1634
2024/05/09, 16:58, 956.9196,24.4028,956.3996,24.1736
2024/05/09, 16:58, 956.9321,24.4117,956.3998,24.1834
2024/05/09, 16:58, 956.9261,24.4232,956.3954,24.1904
2024/05/09, 16:58, 956.9388,24.4248,956.3810,24.1892
2024/05/09, 16:59, 956.9182,24.4136,956.3801,24.1782
2024/05/09, 16:59, 956.9196,24.3973,956.3870,24.1712
2024/05/09, 16:59, 956.9236,24.3886,956.3967,24.1699
2024/05/09, 16:59, 956.9193,24.3812,956.3946,24.1714
2024/05/09, 16:59, 956.9266,24.3860,956.3935,24.1763
2024/05/09, 16:59, 956.9307,24.3830,956.3876,24.1510
2024/05/09, 16:59, 956.9412,24.3628,956.3970,24.1351
2024/05/09, 16:59, 956.9283,24.3702,956.3887,24.1507
2024/05/09, 16:59, 956.9177,24.3774,956.3840,24.1597
2024/05/09, 16:59, 956.9149,24.3755,956.3832,24.1644
2024/05/09, 16:59, 956.9169,24.3826,956.3872,24.1727
2024/05/09, 17:00, 956.9114,24.3832,956.3839,24.1691
2024/05/09, 17:00, 956.9141,24.3797,956.3837,24.1700
2024/05/09, 17:00, 956.9129,24.3891,956.3834,24.1752
2024/05/09, 17:00, 956.9202,24.3723,956.3890,24.1650
2024/05/09, 17:00, 956.9164,24.3684,956.3867,24.1657
2024/05/09, 17:00, 956.9091,24.3766,956.3963,24.1701
2024/05/09, 17:00, 956.9216,24.3817,956.3839,24.1721
2024/05/09, 17:00, 956.9265,24.4021,956.3818,24.1730
2024/05/09, 17:00, 956.9130,24.4028,956.3900,24.1691
2024/05/09, 17:00, 956.9092,24.3936,956.3893,24.1571
2024/05/09, 17:00, 956.9009,24.3873,956.3875,24.1444
2024/05/09, 17:00, 956.9082,24.3884,956.3753,24.1401
2024/05/09, 17:01, 956.9081,24.3877,956.3699,24.1325
2024/05/09, 17:01, 956.8990,24.3905,956.3663,24.1297
2024/05/09, 17:01, 956.9201,24.3865,956.3622,24.1282
2024/05/09, 17:01, 956.9063,24.3899,956.3652,24.1374
2024/05/09, 17:01, 956.9146,24.4003,956.3591,24.1449
2024/05/09, 17:01, 956.9097,24.3929,956.3632,24.1427
2024/05/09, 17:01, 956.9060,24.3799,956.3713,24.1413
2024/05/09, 17:01, 956.9077,24.3742,956.3791,24.1407
2024/05/09, 17:01, 956.9117,24.3763,956.3681,24.1373
2024/05/09, 17:01, 956.9010,24.3796,956.3745,24.1301
2024/05/09, 17:01, 956.8967,24.3909,956.3859,24.1384
2024/05/09, 17:01, 956.9031,24.3914,956.3853,24.1437
2024/05/09, 17:02, 956.9092,24.3961,956.3875,24.1429
2024/05/09, 17:02, 956.9079,24.3981,956.3864,24.1443
2024/05/09, 17:02, 956.9088,24.3865,956.3781,24.1427
2024/05/09, 17:02, 956.9076,24.3730,956.3791,24.1465
2024/05/09, 17:02, 956.9163,24.3733,956.3760,24.1538
2024/05/09, 17:02, 956.9111,24.3769,956.3725,24.1560
2024/05/09, 17:02, 956.9039,24.3818,956.3759,24.1559
2024/05/09, 17:02, 956.9051,24.3861,956.3823,24.1564
2024/05/09, 17:02, 956.9091,24.3973,956.3984,24.1607
2024/05/09, 17:02, 956.8977,24.3980,956.3914,24.1641
2024/05/09, 17:02, 956.8954,24.4012,956.3782,24.1642
2024/05/09, 17:02, 956.8895,24.4054,956.3834,24.1690
2024/05/09, 17:03, 956.8920,24.4123,956.3848,24.1717
2024/05/09, 17:03, 956.9087,24.4229,956.3920,24.1742
2024/05/09, 17:03, 956.9055,24.4273,956.3909,24.1791
2024/05/09, 17:03, 956.9073,24.4175,956.3733,24.1761
2024/05/09, 17:03, 956.8914,24.4114,956.3724,24.1762
2024/05/09, 17:03, 956.8929,24.4061,956.3628,24.1704
2024/05/09, 17:03, 956.8864,24.4094,956.3726,24.1745
2024/05/09, 17:03, 956.8967,24.4196,956.3588,24.1757
2024/05/09, 17:03, 956.8951,24.4250,956.3583,24.1835
2024/05/09, 17:03, 956.8926,24.4341,956.3495,24.1916
2024/05/09, 17:03, 956.8923,24.4417,956.3710,24.2032
2024/05/09, 17:03, 956.9006,24.4295,956.3665,24.1933
2024/05/09, 17:04, 956.9157,24.4318,956.3672,24.1942
2024/05/09, 17:04, 956.9036,24.4239,956.3724,24.1909
2024/05/09, 17:04, 956.8947,24.4195,956.3665,24.1920
2024/05/09, 17:04, 956.9041,24.4171,956.3752,24.1951
2024/05/09, 17:04, 956.9019,24.4234,956.3839,24.1962
2024/05/09, 17:04, 956.8979,24.4283,956.3842,24.1909
2024/05/09, 17:04, 956.9041,24.4270,956.3884,24.1867
2024/05/09, 17:04, 956.9012,24.4297,956.3773,24.1874
2024/05/09, 17:04, 956.9082,24.4447,956.3683,24.1982
2024/05/09, 17:04, 956.8987,24.4405,956.3667,24.1992
2024/05/09, 17:04, 956.9092,24.4350,956.3651,24.1884
2024/05/09, 17:04, 956.9057,24.4275,956.3734,24.1808
2024/05/09, 17:05, 956.9002,24.4317,956.3718,24.1853
2024/05/09, 17:05, 956.9136,24.4379,956.3718,24.1861
2024/05/09, 17:05, 956.9215,24.4517,956.3860,24.1878
2024/05/09, 17:05, 956.9136,24.4555,956.3820,24.1919
2024/05/09, 17:05, 956.9052,24.4355,956.3729,24.1879
2024/05/09, 17:05, 956.9020,24.4240,956.3740,24.1889
2024/05/09, 17:05, 956.9060,24.4313,956.3718,24.1962
2024/05/09, 17:05, 956.9127,24.4395,956.3823,24.1952
2024/05/09, 17:05, 956.9077,24.4337,956.3676,24.1918
2024/05/09, 17:05, 956.8988,24.4400,956.3745,24.1935
2024/05/09, 17:05, 956.9037,24.4265,956.3879,24.1812
2024/05/09, 17:05, 956.8910,24.4171,956.4094,24.1775
2024/05/09, 17:06, 956.9016,24.4192,956.4178,24.1881
2024/05/09, 17:06, 956.9106,24.4254,956.4182,24.1902
2024/05/09, 17:06, 956.9118,24.4326,956.4210,24.1857
2024/05/09, 17:06, 956.9169,24.4281,956.4194,24.1886
2024/05/09, 17:06, 956.9113,24.4113,956.4135,24.1835
2024/05/09, 17:06, 956.9096,24.4041,956.4205,24.1792
2024/05/09, 17:06, 956.9139,24.3996,956.4236,24.1687
2024/05/09, 17:06, 956.9238,24.4020,956.4311,24.1676
2024/05/09, 17:06, 956.9241,24.4044,956.4176,24.1718
2024/05/09, 17:06, 956.9289,24.3959,956.4197,24.1626
2024/05/09, 17:06, 956.9456,24.3867,956.4299,24.1452
2024/05/09, 17:06, 956.9394,24.3827,956.4258,24.1385
2024/05/09, 17:07, 956.9232,24.3811,956.4291,24.1398
2024/05/09, 17:07, 956.9210,24.3804,956.4193,24.1460
2024/05/09, 17:07, 956.9163,24.3809,956.4269,24.1520
2024/05/09, 17:07, 956.9226,24.3656,956.4169,24.1507
2024/05/09, 17:07, 956.9224,24.3737,956.4239,24.1570
2024/05/09, 17:07, 956.9242,24.3872,956.4160,24.1652
2024/05/09, 17:07, 956.9272,24.4005,956.4191,24.1762
2024/05/09, 17:07, 956.9205,24.3903,956.4166,24.1714
2024/05/09, 17:07, 956.9179,24.3734,956.4219,24.1595
2024/05/09, 17:07, 956.9146,24.3686,956.4172,24.1492
2024/05/09, 17:07, 956.9285,24.3688,956.4271,24.1446
2024/05/09, 17:07, 956.9348,24.3668,956.4266,24.1340
2024/05/09, 17:08, 956.9492,24.3796,956.4338,24.1372
2024/05/09, 17:08, 956.9402,24.4032,956.4407,24.1504
2024/05/09, 17:08, 956.9422,24.4129,956.4393,24.1589
2024/05/09, 17:08, 956.9451,24.3990,956.4526,24.1399
2024/05/09, 17:08, 956.9475,24.3874,956.4529,24.1317
2024/05/09, 17:08, 956.9459,24.3909,956.4464,24.1464
2024/05/09, 17:08, 956.9483,24.3951,956.4476,24.1479
2024/05/09, 17:08, 956.9416,24.3868,956.4380,24.1422
2024/05/09, 17:08, 956.9334,24.3778,956.4426,24.1332
2024/05/09, 17:08, 956.9322,24.3888,956.4503,24.1405
2024/05/09, 17:08, 956.9476,24.3932,956.4473,24.1441
2024/05/09, 17:08, 956.9387,24.3999,956.4447,24.1449
2024/05/09, 17:09, 956.9459,24.4030,956.4441,24.1389
2024/05/09, 17:09, 956.9532,24.4128,956.4490,24.1388
2024/05/09, 17:09, 956.9548,24.4312,956.4559,24.1499
2024/05/09, 17:09, 956.9532,24.4385,956.4712,24.1541
2024/05/09, 17:09, 956.9561,24.4265,956.4755,24.1453
2024/05/09, 17:09, 956.9612,24.4212,956.4691,24.1405
2024/05/09, 17:09, 956.9641,24.4207,956.4724,24.1391
2024/05/09, 17:09, 956.9725,24.4171,956.4808,24.1369
2024/05/09, 17:09, 956.9581,24.4084,956.4643,24.1220
2024/05/09, 17:09, 956.9603,24.4221,956.4777,24.1302
2024/05/09, 17:09, 956.9547,24.4210,956.4780,24.1238
2024/05/09, 17:10, 956.9383,24.4143,956.4647,24.1219
2024/05/09, 17:10, 956.9531,24.4233,956.4625,24.1317
2024/05/09, 17:10, 956.9606,24.4367,956.4584,24.1368
2024/05/09, 17:10, 956.9556,24.4472,956.4604,24.1350
2024/05/09, 17:10, 956.9586,24.4559,956.4667,24.1377
2024/05/09, 17:10, 956.9680,24.4576,956.4620,24.1491
2024/05/09, 17:10, 956.9560,24.4468,956.4584,24.1492
2024/05/09, 17:10, 956.9483,24.4451,956.4554,24.1511
2024/05/09, 17:10, 956.9537,24.4381,956.4590,24.1508
2024/05/09, 17:10, 956.9618,24.4336,956.4638,24.1481
2024/05/09, 17:10, 956.9596,24.4404,956.4533,24.1524
2024/05/09, 17:10, 956.9642,24.4513,956.4573,24.1544
2024/05/09, 17:11, 956.9633,24.4573,956.4539,24.1575
2024/05/09, 17:11, 956.9515,24.4555,956.4560,24.1607
2024/05/09, 17:11, 956.9503,24.4583,956.4603,24.1655
2024/05/09, 17:11, 956.9495,24.4683,956.4606,24.1709
2024/05/09, 17:11, 956.9509,24.4622,956.4612,24.1678
2024/05/09, 17:11, 956.9528,24.4640,956.4514,24.1610
2024/05/09, 17:11, 956.9679,24.4529,956.4424,24.1495
2024/05/09, 17:11, 956.9631,24.4463,956.4441,24.1608
2024/05/09, 17:11, 956.9489,24.4371,956.4408,24.1683
2024/05/09, 17:11, 956.9484,24.4142,956.4496,24.1660
2024/05/09, 17:11, 956.9481,24.3952,956.4458,24.1515
2024/05/09, 17:11, 956.9402,24.4009,956.4525,24.1553
2024/05/09, 17:12, 956.9342,24.4196,956.4571,24.1647
2024/05/09, 17:12, 956.9492,24.4327,956.4514,24.1666
2024/05/09, 17:12, 956.9503,24.4396,956.4426,24.1682
2024/05/09, 17:12, 956.9314,24.4235,956.4437,24.1617
2024/05/09, 17:12, 956.9352,24.4160,956.4462,24.1510
2024/05/09, 17:12, 956.9471,24.4138,956.4464,24.1478
2024/05/09, 17:12, 956.9458,24.4141,956.4462,24.1457
2024/05/09, 17:12, 956.9479,24.4230,956.4460,24.1514
2024/05/09, 17:12, 956.9598,24.4368,956.4576,24.1529
2024/05/09, 17:12, 956.9562,24.4500,956.4523,24.1587
2024/05/09, 17:12, 956.9583,24.4416,956.4545,24.1541
2024/05/09, 17:12, 956.9640,24.4330,956.4629,24.1502
2024/05/09, 17:13, 956.9703,24.4397,956.4542,24.1518
2024/05/09, 17:13, 956.9661,24.4532,956.4468,24.1596
2024/05/09, 17:13, 956.9595,24.4657,956.4414,24.1677
2024/05/09, 17:13, 956.9592,24.4607,956.4485,24.1657
2024/05/09, 17:13, 956.9494,24.4668,956.4387,24.1664
2024/05/09, 17:13, 956.9559,24.4719,956.4404,24.1663
2024/05/09, 17:13, 956.9664,24.4709,956.4501,24.1629
2024/05/09, 17:13, 956.9672,24.4472,956.4542,24.1543
2024/05/09, 17:13, 956.9590,24.4306,956.4490,24.1481
2024/05/09, 17:13, 956.9523,24.4268,956.4677,24.1429
2024/05/09, 17:13, 956.9501,24.4415,956.4705,24.1398
2024/05/09, 17:13, 956.9496,24.4482,956.4602,24.1392
2024/05/09, 17:14, 956.9517,24.4419,956.4664,24.1349
2024/05/09, 17:14, 956.9553,24.4468,956.4613,24.1444
2024/05/09, 17:14, 956.9557,24.4476,956.4547,24.1503
2024/05/09, 17:14, 956.9584,24.4434,956.4573,24.1477
2024/05/09, 17:14, 956.9567,24.4453,956.4627,24.1443
2024/05/09, 17:14, 956.9543,24.4497,956.4498,24.1441
2024/05/09, 17:14, 956.9456,24.4572,956.4454,24.1479
2024/05/09, 17:14, 956.9480,24.4683,956.4417,24.1487
2024/05/09, 17:14, 956.9567,24.4648,956.4456,24.1304
2024/05/09, 17:14, 956.9695,24.4597,956.4495,24.1215
2024/05/09, 17:14, 956.9454,24.4483,956.4361,24.1177
2024/05/09, 17:14, 956.9445,24.4520,956.4299,24.1240
2024/05/09, 17:15, 956.9390,24.4445,956.4225,24.1270
2024/05/09, 17:15, 956.9224,24.4276,956.4147,24.1154
2024/05/09, 17:15, 956.9313,24.4240,956.4286,24.1093
2024/05/09, 17:15, 956.9349,24.4228,956.4379,24.1030
2024/05/09, 17:15, 956.9401,24.4404,956.4444,24.1145
2024/05/09, 17:15, 956.9373,24.4538,956.4507,24.1302
2024/05/09, 17:15, 956.9402,24.4550,956.4651,24.1268
2024/05/09, 17:15, 956.9409,24.4521,956.4509,24.1233
2024/05/09, 17:15, 956.9588,24.4511,956.4542,24.1261
2024/05/09, 17:15, 956.9648,24.4461,956.4501,24.1277
2024/05/09, 17:15, 956.9585,24.4455,956.4525,24.1260
2024/05/09, 17:15, 956.9492,24.4433,956.4551,24.1228
2024/05/09, 17:16, 956.9486,24.4472,956.4537,24.1224
2024/05/09, 17:16, 956.9548,24.4453,956.4653,24.1183
2024/05/09, 17:16, 956.9551,24.4453,956.4695,24.1134
2024/05/09, 17:16, 956.9556,24.4501,956.4661,24.1123
2024/05/09, 17:16, 956.9645,24.4525,956.4684,24.1154
2024/05/09, 17:16, 956.9578,24.4593,956.4752,24.1148
2024/05/09, 17:16, 956.9543,24.4504,956.4700,24.1118
2024/05/09, 17:16, 956.9633,24.4581,956.4656,24.1187
2024/05/09, 17:16, 956.9615,24.4630,956.4680,24.1237
2024/05/09, 17:16, 956.9678,24.4592,956.4690,24.1226
2024/05/09, 17:16, 956.9631,24.4596,956.4636,24.1222
2024/05/09, 17:16, 956.9641,24.4490,956.4594,24.1077
2024/05/09, 17:17, 956.9612,24.4268,956.4612,24.0929
2024/05/09, 17:17, 956.9482,24.4101,956.4554,24.0806
2024/05/09, 17:17, 956.9497,24.4118,956.4612,24.0853
2024/05/09, 17:17, 956.9629,24.4244,956.4497,24.0951
2024/05/09, 17:17, 956.9620,24.4297,956.4537,24.0924
2024/05/09, 17:17, 956.9606,24.4360,956.4604,24.0913
2024/05/09, 17:17, 956.9666,24.4381,956.4588,24.0988
2024/05/09, 17:17, 956.9725,24.4365,956.4597,24.1070
2024/05/09, 17:17, 956.9840,24.4365,956.4619,24.1097
2024/05/09, 17:17, 956.9772,24.4386,956.4656,24.1100
2024/05/09, 17:17, 956.9799,24.4404,956.4699,24.1104
2024/05/09, 17:17, 956.9797,24.4340,956.4618,24.1068
2024/05/09, 17:18, 956.9679,24.4161,956.4689,24.0995
2024/05/09, 17:18, 956.9615,24.4033,956.4705,24.0885
2024/05/09, 17:18, 956.9628,24.4023,956.4666,24.0814
2024/05/09, 17:18, 956.9662,24.3976,956.4649,24.0757
2024/05/09, 17:18, 956.9844,24.4018,956.4751,24.0802
2024/05/09, 17:18, 956.9875,24.4233,956.4763,24.0971
2024/05/09, 17:18, 956.9807,24.4068,956.4777,24.1066
2024/05/09, 17:18, 956.9863,24.4034,956.4699,24.1141
2024/05/09, 17:18, 956.9875,24.4173,956.4817,24.1283
2024/05/09, 17:18, 956.9786,24.4126,956.4791,24.1194
2024/05/09, 17:18, 956.9832,24.3949,956.4760,24.0936
2024/05/09, 17:18, 956.9709,24.3900,956.4802,24.0949
2024/05/09, 17:19, 956.9720,24.3901,956.4785,24.0990
2024/05/09, 17:19, 956.9779,24.3804,956.4853,24.1005
2024/05/09, 17:19, 956.9737,24.3756,956.4877,24.0968
2024/05/09, 17:19, 956.9709,24.3808,956.4877,24.0928
2024/05/09, 17:19, 956.9826,24.3906,956.4907,24.0941
2024/05/09, 17:19, 956.9754,24.3999,956.4833,24.0943
2024/05/09, 17:19, 956.9704,24.3903,956.4810,24.0825
2024/05/09, 17:19, 956.9709,24.3788,956.4805,24.0734
2024/05/09, 17:19, 956.9758,24.3763,956.4850,24.0789
2024/05/09, 17:19, 956.9797,24.3863,956.4863,24.0822
2024/05/09, 17:19, 956.9735,24.3975,956.4946,24.0915
2024/05/09, 17:20, 956.9779,24.4066,956.5031,24.1013
2024/05/09, 17:20, 956.9841,24.4149,956.5075,24.1059
2024/05/09, 17:20, 956.9828,24.4214,956.5066,24.1092
2024/05/09, 17:20, 956.9914,24.4206,956.5027,24.1074
2024/05/09, 17:20, 956.9925,24.4088,956.5085,24.1061
2024/05/09, 17:20, 956.9958,24.4036,956.5010,24.0893
2024/05/09, 17:20, 957.0015,24.3988,956.5037,24.0719
2024/05/09, 17:20, 957.0051,24.3961,956.5094,24.0688
2024/05/09, 17:20, 956.9844,24.3979,956.4978,24.0747
2024/05/09, 17:20, 956.9824,24.3982,956.5049,24.0913
2024/05/09, 17:20, 956.9844,24.4081,956.4906,24.1047
2024/05/09, 17:20, 956.9981,24.4173,956.5002,24.1091
2024/05/09, 17:21, 957.0000,24.4269,956.5125,24.1242
2024/05/09, 17:21, 957.0076,24.4453,956.5094,24.1400
2024/05/09, 17:21, 957.0041,24.4586,956.5086,24.1468
2024/05/09, 17:21, 957.0037,24.4593,956.5193,24.1475
2024/05/09, 17:21, 957.0066,24.4508,956.5277,24.1417
2024/05/09, 17:21, 956.9969,24.4423,956.5170,24.1382
2024/05/09, 17:21, 956.9950,24.4438,956.5117,24.1406
2024/05/09, 17:21, 956.9998,24.4517,956.5182,24.1468
2024/05/09, 17:21, 957.0048,24.4534,956.5240,24.1445
2024/05/09, 17:21, 956.9930,24.4524,956.5201,24.1495
2024/05/09, 17:21, 956.9958,24.4533,956.5101,24.1471
2024/05/09, 17:21, 957.0106,24.4557,956.5101,24.1518
2024/05/09, 17:22, 957.0172,24.4499,956.5062,24.1513
2024/05/09, 17:22, 957.0220,24.4532,956.5087,24.1510
2024/05/09, 17:22, 957.0197,24.4491,956.5185,24.1482
2024/05/09, 17:22, 957.0200,24.4462,956.5150,24.1418
2024/05/09, 17:22, 957.0269,24.4307,956.5082,24.1302
2024/05/09, 17:22, 957.0168,24.4288,956.4980,24.1194
2024/05/09, 17:22, 957.0156,24.4269,956.4977,24.1118
2024/05/09, 17:22, 957.0097,24.4143,956.4936,24.1045
2024/05/09, 17:22, 957.0087,24.4083,956.4899,24.0960
2024/05/09, 17:22, 957.0002,24.4040,956.4961,24.0970
2024/05/09, 17:22, 956.9965,24.4023,956.5003,24.0990
2024/05/09, 17:22, 957.0179,24.4092,956.5095,24.0983
2024/05/09, 17:23, 957.0153,24.4097,956.5174,24.1013
2024/05/09, 17:23, 957.0159,24.4039,956.5031,24.0888
2024/05/09, 17:23, 957.0201,24.4003,956.5044,24.0895
2024/05/09, 17:23, 957.0217,24.3798,956.4835,24.0683
2024/05/09, 17:23, 957.0111,24.3805,956.4780,24.0687
2024/05/09, 17:23, 957.0167,24.3831,956.4885,24.0656
2024/05/09, 17:23, 956.9977,24.3722,956.4863,24.0601
2024/05/09, 17:23, 957.0009,24.3609,956.4891,24.0487
2024/05/09, 17:23, 957.0095,24.3480,956.4986,24.0258
2024/05/09, 17:23, 957.0189,24.3413,956.5192,24.0211
2024/05/09, 17:23, 957.0123,24.3433,956.4976,24.0197
2024/05/09, 17:23, 957.0154,24.3550,956.5041,24.0299
2024/05/09, 17:24, 957.0207,24.3539,956.5063,24.0245
2024/05/09, 17:24, 957.0148,24.3432,956.5032,24.0209
2024/05/09, 17:24, 957.0048,24.3383,956.5009,24.0220
2024/05/09, 17:24, 957.0134,24.3380,956.4865,24.0263
2024/05/09, 17:24, 957.0200,24.3224,956.4994,24.0146
2024/05/09, 17:24, 957.0052,24.3194,956.5067,24.0175
2024/05/09, 17:24, 957.0048,24.3216,956.5099,24.0199
2024/05/09, 17:24, 956.9885,24.3272,956.4916,24.0199
2024/05/09, 17:24, 956.9970,24.3157,956.4769,24.0066
