Date,Time,Atmospheric pressure,Temperature
2024/05/07, 09:57, 957.6183, 31.6307
2024/05/07, 09:57, 957.6293, 31.6511
2024/05/07, 09:57, 957.6312, 31.6696
2024/05/07, 09:57, 957.6287, 31.6884
2024/05/07, 09:57, 957.6124, 31.7050
2024/05/07, 09:58, 957.6128, 31.7204
2024/05/07, 09:58, 957.6055, 31.7348
2024/05/07, 09:58, 957.6014, 31.7486
2024/05/07, 09:58, 957.5975, 31.7621
2024/05/07, 09:58, 957.5930, 31.7774
2024/05/07, 09:58, 957.6041, 31.7981
2024/05/07, 09:58, 957.6028, 31.8160
2024/05/07, 09:58, 957.6064, 31.8314
2024/05/07, 09:58, 957.6093, 31.8460
2024/05/07, 09:58, 957.6141, 31.8598
2024/05/07, 09:58, 957.6103, 31.8786
2024/05/07, 09:58, 957.6099, 31.8991
2024/05/07, 09:59, 957.6015, 31.9202
2024/05/07, 09:59, 957.6166, 31.9461
2024/05/07, 09:59, 957.6230, 31.9697
2024/05/07, 09:59, 957.6197, 31.9935
2024/05/07, 09:59, 957.6224, 32.0159
2024/05/07, 09:59, 957.6204, 32.0374
2024/05/07, 09:59, 957.6180, 32.0601
2024/05/07, 09:59, 957.6207, 32.0802
2024/05/07, 09:59, 957.6342, 32.1072
2024/05/07, 09:59, 957.6297, 32.1324
2024/05/07, 09:59, 957.6273, 32.1561
2024/05/07, 09:59, 957.6330, 32.1791
2024/05/07, 10:00, 957.6425, 32.2035
2024/05/07, 10:00, 957.6439, 32.2291
2024/05/07, 10:00, 957.6478, 32.2541
2024/05/07, 10:00, 957.6532, 32.2808
2024/05/07, 10:00, 957.6453, 32.3079
2024/05/07, 10:00, 957.6421, 32.3365
2024/05/07, 10:00, 957.6429, 32.3643
2024/05/07, 10:00, 957.6417, 32.3918
2024/05/07, 10:00, 957.6459, 32.4254
2024/05/07, 10:00, 957.6599, 32.4655
2024/05/07, 10:00, 957.6436, 32.5012
2024/05/07, 10:00, 957.6263, 32.5378
2024/05/07, 10:01, 957.6131, 32.5724
2024/05/07, 10:01, 957.6127, 32.6007
2024/05/07, 10:01, 957.6170, 32.6312
2024/05/07, 10:01, 957.6275, 32.6601
2024/05/07, 10:01, 957.6206, 32.6890
2024/05/07, 10:01, 957.6236, 32.7129
2024/05/07, 10:01, 957.6422, 32.7421
2024/05/07, 10:01, 957.6485, 32.7664
2024/05/07, 10:01, 957.6498, 32.7892
2024/05/07, 10:01, 957.6586, 32.8145
2024/05/07, 10:01, 957.6607, 32.8386
2024/05/07, 10:01, 957.6512, 32.8608
2024/05/07, 10:02, 957.6589, 32.8821
2024/05/07, 10:02, 957.6605, 32.9021
2024/05/07, 10:02, 957.6629, 32.9212
2024/05/07, 10:02, 957.6566, 32.9401
2024/05/07, 10:02, 957.6501, 32.9605
2024/05/07, 10:02, 957.6517, 32.9795
2024/05/07, 10:02, 957.6549, 32.9961
2024/05/07, 10:02, 957.6613, 33.0144
2024/05/07, 10:02, 957.6638, 33.0332
2024/05/07, 10:02, 957.6627, 33.0488
2024/05/07, 10:02, 957.6650, 33.0707
2024/05/07, 10:02, 957.6707, 33.0925
2024/05/07, 10:03, 957.6767, 33.1102
2024/05/07, 10:03, 957.6831, 33.1251
2024/05/07, 10:03, 957.6890, 33.1391
2024/05/07, 10:03, 957.6855, 33.1524
2024/05/07, 10:03, 957.6942, 33.1659
2024/05/07, 10:03, 957.7065, 33.1777
2024/05/07, 10:03, 957.7035, 33.1944
2024/05/07, 10:03, 957.6995, 33.2144
2024/05/07, 10:03, 957.6981, 33.2366
2024/05/07, 10:03, 957.7155, 33.2578
2024/05/07, 10:03, 957.7058, 33.2768
2024/05/07, 10:03, 957.6987, 33.2981
2024/05/07, 10:04, 957.7085, 33.3210
2024/05/07, 10:04, 957.6942, 33.3451
2024/05/07, 10:04, 957.6945, 33.3728
2024/05/07, 10:04, 957.7035, 33.4013
2024/05/07, 10:04, 957.6992, 33.4252
2024/05/07, 10:04, 957.6881, 33.4499
2024/05/07, 10:04, 957.6801, 33.4736
2024/05/07, 10:04, 957.6984, 33.4975
2024/05/07, 10:04, 957.6827, 33.5199
2024/05/07, 10:04, 957.6680, 33.5423
2024/05/07, 10:04, 957.6548, 33.5635
2024/05/07, 10:05, 957.6395, 33.5835
2024/05/07, 10:05, 957.6431, 33.6040
2024/05/07, 10:05, 957.6359, 33.6254
2024/05/07, 10:05, 957.6373, 33.6483
2024/05/07, 10:05, 957.6314, 33.6697
2024/05/07, 10:05, 957.6351, 33.6958
2024/05/07, 10:05, 957.6483, 33.7219
2024/05/07, 10:05, 957.6508, 33.7418
2024/05/07, 10:05, 957.6448, 33.7615
2024/05/07, 10:05, 957.6340, 33.7812
2024/05/07, 10:05, 957.6252, 33.8041
2024/05/07, 10:05, 957.6257, 33.8274
2024/05/07, 10:06, 957.6240, 33.8486
2024/05/07, 10:06, 957.6362, 33.8704
2024/05/07, 10:06, 957.6509, 33.8928
2024/05/07, 10:06, 957.6459, 33.9185
2024/05/07, 10:06, 957.6426, 33.9471
2024/05/07, 10:06, 957.6414, 33.9774
2024/05/07, 10:06, 957.6334, 34.0131
2024/05/07, 10:06, 957.6234, 34.0482
2024/05/07, 10:06, 957.6378, 34.0812
2024/05/07, 10:06, 957.6216, 34.1147
2024/05/07, 10:06, 957.6033, 34.1474
2024/05/07, 10:06, 957.6023, 34.1789
2024/05/07, 10:07, 957.5768, 34.2063
2024/05/07, 10:07, 957.5758, 34.2338
2024/05/07, 10:07, 957.5728, 34.2587
2024/05/07, 10:07, 957.5870, 34.2802
2024/05/07, 10:07, 957.5905, 34.2977
2024/05/07, 10:07, 957.5955, 34.3192
2024/05/07, 10:07, 957.5886, 34.3428
2024/05/07, 10:07, 957.5921, 34.3697
2024/05/07, 10:07, 957.5890, 34.3955
2024/05/07, 10:07, 957.5870, 34.4235
2024/05/07, 10:07, 957.5994, 34.4517
2024/05/07, 10:07, 957.5946, 34.4804
2024/05/07, 10:08, 957.5913, 34.5132
2024/05/07, 10:08, 957.5929, 34.5449
2024/05/07, 10:08, 957.5939, 34.5724
2024/05/07, 10:08, 957.5909, 34.5972
2024/05/07, 10:08, 957.5789, 34.6182
2024/05/07, 10:08, 957.5778, 34.6409
2024/05/07, 10:08, 957.5999, 34.6679
2024/05/07, 10:08, 957.5931, 34.6885
2024/05/07, 10:08, 957.5888, 34.7117
2024/05/07, 10:08, 957.6001, 34.7408
2024/05/07, 10:08, 957.5994, 34.7721
2024/05/07, 10:08, 957.5914, 34.7999
2024/05/07, 10:09, 957.5806, 34.8232
2024/05/07, 10:09, 957.5874, 34.8439
2024/05/07, 10:09, 957.5764, 34.8647
2024/05/07, 10:09, 957.5803, 34.8835
2024/05/07, 10:09, 957.5503, 34.9000
2024/05/07, 10:09, 957.5623, 34.9177
2024/05/07, 10:09, 957.5569, 34.9323
2024/05/07, 10:09, 957.5486, 34.9435
2024/05/07, 10:09, 957.5408, 34.9532
2024/05/07, 10:09, 957.5496, 34.9599
2024/05/07, 10:09, 957.5552, 34.9678
2024/05/07, 10:09, 957.5591, 34.9776
2024/05/07, 10:10, 957.5670, 34.9944
2024/05/07, 10:10, 957.5793, 35.0081
2024/05/07, 10:10, 957.5793, 35.0240
2024/05/07, 10:10, 957.5717, 35.0370
2024/05/07, 10:10, 957.5812, 35.0488
2024/05/07, 10:10, 957.5733, 35.0639
2024/05/07, 10:10, 957.5837, 35.0825
2024/05/07, 10:10, 957.5887, 35.1113
2024/05/07, 10:10, 957.5861, 35.1376
2024/05/07, 10:10, 957.5831, 35.1622
2024/05/07, 10:10, 957.5817, 35.1865
2024/05/07, 10:10, 957.5815, 35.2074
2024/05/07, 10:11, 957.5804, 35.2266
2024/05/07, 10:11, 957.5787, 35.2472
2024/05/07, 10:11, 957.5651, 35.2650
2024/05/07, 10:11, 957.5646, 35.2837
2024/05/07, 10:11, 957.5656, 35.3011
2024/05/07, 10:11, 957.5734, 35.3128
2024/05/07, 10:11, 957.5645, 35.3217
2024/05/07, 10:11, 957.5640, 35.3337
2024/05/07, 10:11, 957.5815, 35.3518
2024/05/07, 10:11, 957.5831, 35.3766
2024/05/07, 10:11, 957.5613, 35.4026
2024/05/07, 10:11, 957.5477, 35.4293
2024/05/07, 10:12, 957.5386, 35.4568
2024/05/07, 10:12, 957.5376, 35.4852
2024/05/07, 10:12, 957.5389, 35.5118
2024/05/07, 10:12, 957.5485, 35.5402
2024/05/07, 10:12, 957.5502, 35.5679
2024/05/07, 10:12, 957.5492, 35.5934
2024/05/07, 10:12, 957.5588, 35.6249
2024/05/07, 10:12, 957.5599, 35.6570
2024/05/07, 10:12, 957.5530, 35.6865
2024/05/07, 10:12, 957.5622, 35.7182
2024/05/07, 10:12, 957.5559, 35.7456
2024/05/07, 10:12, 957.5599, 35.7727
2024/05/07, 10:13, 957.5676, 35.7977
2024/05/07, 10:13, 957.5701, 35.8204
2024/05/07, 10:13, 957.5605, 35.8467
2024/05/07, 10:13, 957.5590, 35.8731
2024/05/07, 10:13, 957.5471, 35.8995
2024/05/07, 10:13, 957.5432, 35.9255
2024/05/07, 10:13, 957.5251, 35.9454
2024/05/07, 10:13, 957.5352, 35.9570
2024/05/07, 10:13, 957.5309, 35.9702
2024/05/07, 10:13, 957.5280, 35.9914
2024/05/07, 10:13, 957.5323, 36.0141
2024/05/07, 10:13, 957.5381, 36.0386
2024/05/07, 10:14, 957.5276, 36.0578
2024/05/07, 10:14, 957.5186, 36.0715
2024/05/07, 10:14, 957.5264, 36.0882
2024/05/07, 10:14, 957.5187, 36.1061
2024/05/07, 10:14, 957.5201, 36.1232
2024/05/07, 10:14, 957.5258, 36.1413
2024/05/07, 10:14, 957.5322, 36.1636
2024/05/07, 10:14, 957.5197, 36.1874
2024/05/07, 10:14, 957.5167, 36.2118
2024/05/07, 10:14, 957.5139, 36.2367
2024/05/07, 10:14, 957.5118, 36.2673
2024/05/07, 10:14, 957.5184, 36.2972
2024/05/07, 10:15, 957.5148, 36.3257
2024/05/07, 10:15, 957.5237, 36.3590
2024/05/07, 10:15, 957.5518, 36.3930
2024/05/07, 10:15, 957.5474, 36.4217
2024/05/07, 10:15, 957.5482, 36.4544
2024/05/07, 10:15, 957.5426, 36.4867
2024/05/07, 10:15, 957.5361, 36.5180
2024/05/07, 10:15, 957.5413, 36.5523
2024/05/07, 10:15, 957.5418, 36.5913
2024/05/07, 10:15, 957.5396, 36.6272
2024/05/07, 10:15, 957.5369, 36.6639
2024/05/07, 10:15, 957.5449, 36.6997
2024/05/07, 10:16, 957.5350, 36.7339
2024/05/07, 10:16, 957.5391, 36.7689
2024/05/07, 10:16, 957.5411, 36.8044
2024/05/07, 10:16, 957.5297, 36.8391
2024/05/07, 10:16, 957.5266, 36.8709
2024/05/07, 10:16, 957.5358, 36.9059
2024/05/07, 10:16, 957.5472, 36.9414
2024/05/07, 10:16, 957.5394, 36.9734
2024/05/07, 10:16, 957.5279, 37.0041
2024/05/07, 10:16, 957.5271, 37.0342
2024/05/07, 10:16, 957.5251, 37.0660
2024/05/07, 10:16, 957.5148, 37.0927
2024/05/07, 10:17, 957.5164, 37.1182
2024/05/07, 10:17, 957.5197, 37.1442
2024/05/07, 10:17, 957.5309, 37.1677
2024/05/07, 10:17, 957.5239, 37.1902
2024/05/07, 10:17, 957.5234, 37.2122
2024/05/07, 10:17, 957.5273, 37.2312
2024/05/07, 10:17, 957.5305, 37.2467
2024/05/07, 10:17, 957.5253, 37.2618
2024/05/07, 10:17, 957.5240, 37.2736
2024/05/07, 10:17, 957.5212, 37.2826
2024/05/07, 10:17, 957.5268, 37.2873
2024/05/07, 10:17, 957.5156, 37.2913
2024/05/07, 10:18, 957.5131, 37.2923
2024/05/07, 10:18, 957.5131, 37.2911
2024/05/07, 10:18, 957.5187, 37.2926
2024/05/07, 10:18, 957.5043, 37.2932
2024/05/07, 10:18, 957.5149, 37.2958
2024/05/07, 10:18, 957.5305, 37.2979
2024/05/07, 10:18, 957.5364, 37.3004
2024/05/07, 10:18, 957.5294, 37.3021
2024/05/07, 10:18, 957.5221, 37.3023
2024/05/07, 10:18, 957.5327, 37.3046
2024/05/07, 10:18, 957.5377, 37.3066
2024/05/07, 10:18, 957.5308, 37.3044
2024/05/07, 10:19, 957.5443, 37.3051
2024/05/07, 10:19, 957.5569, 37.3057
2024/05/07, 10:19, 957.5595, 37.3053
2024/05/07, 10:19, 957.5565, 37.3015
2024/05/07, 10:19, 957.5621, 37.3002
2024/05/07, 10:19, 957.5628, 37.2981
2024/05/07, 10:19, 957.5671, 37.2947
2024/05/07, 10:19, 957.5564, 37.2896
2024/05/07, 10:19, 957.5570, 37.2860
2024/05/07, 10:19, 957.5647, 37.2803
2024/05/07, 10:19, 957.5667, 37.2730
2024/05/07, 10:19, 957.5709, 37.2674
2024/05/07, 10:20, 957.5815, 37.2628
2024/05/07, 10:20, 957.5867, 37.2593
2024/05/07, 10:20, 957.5939, 37.2519
2024/05/07, 10:20, 957.5862, 37.2446
2024/05/07, 10:20, 957.5795, 37.2349
2024/05/07, 10:20, 957.5873, 37.2240
2024/05/07, 10:20, 957.5979, 37.2131
2024/05/07, 10:20, 957.5768, 37.1983
2024/05/07, 10:20, 957.5753, 37.1876
2024/05/07, 10:20, 957.5804, 37.1803
2024/05/07, 10:20, 957.5773, 37.1736
2024/05/07, 10:20, 957.5695, 37.1670
2024/05/07, 10:21, 957.5676, 37.1612
2024/05/07, 10:21, 957.5695, 37.1532
2024/05/07, 10:21, 957.5688, 37.1450
2024/05/07, 10:21, 957.5691, 37.1366
2024/05/07, 10:21, 957.5643, 37.1294
2024/05/07, 10:21, 957.5582, 37.1232
2024/05/07, 10:21, 957.5613, 37.1169
2024/05/07, 10:21, 957.5566, 37.1078
2024/05/07, 10:21, 957.5499, 37.1024
2024/05/07, 10:21, 957.5474, 37.0959
2024/05/07, 10:21, 957.5598, 37.0877
2024/05/07, 10:21, 957.5430, 37.0794
2024/05/07, 10:22, 957.5387, 37.0711
2024/05/07, 10:22, 957.5370, 37.0619
2024/05/07, 10:22, 957.5396, 37.0495
2024/05/07, 10:22, 957.5348, 37.0377
2024/05/07, 10:22, 957.5350, 37.0273
2024/05/07, 10:22, 957.5383, 37.0165
2024/05/07, 10:22, 957.5399, 37.0042
2024/05/07, 10:22, 957.5387, 36.9896
2024/05/07, 10:22, 957.5391, 36.9758
2024/05/07, 10:22, 957.5323, 36.9620
2024/05/07, 10:22, 957.5302, 36.9479
2024/05/07, 10:22, 957.5442, 36.9375
2024/05/07, 10:23, 957.5401, 36.9277
2024/05/07, 10:23, 957.5398, 36.9213
2024/05/07, 10:23, 957.5360, 36.9137
2024/05/07, 10:23, 957.5341, 36.9082
2024/05/07, 10:23, 957.5302, 36.9027
2024/05/07, 10:23, 957.5297, 36.8998
2024/05/07, 10:23, 957.5363, 36.8976
2024/05/07, 10:23, 957.5442, 36.8996
2024/05/07, 10:23, 957.5467, 36.9024
2024/05/07, 10:23, 957.5402, 36.9057
2024/05/07, 10:23, 957.5324, 36.9064
2024/05/07, 10:23, 957.5273, 36.9074
2024/05/07, 10:24, 957.5263, 36.9080
2024/05/07, 10:24, 957.5369, 36.9104
2024/05/07, 10:24, 957.5305, 36.9141
2024/05/07, 10:24, 957.5333, 36.9159
2024/05/07, 10:24, 957.5406, 36.9169
2024/05/07, 10:24, 957.5373, 36.9176
2024/05/07, 10:24, 957.5257, 36.9195
2024/05/07, 10:24, 957.5229, 36.9212
2024/05/07, 10:24, 957.5084, 36.9238
2024/05/07, 10:24, 957.5020, 36.9282
2024/05/07, 10:24, 957.5085, 36.9336
2024/05/07, 10:25, 957.5033, 36.9424
2024/05/07, 10:25, 957.5176, 36.9543
2024/05/07, 10:25, 957.5272, 36.9659
2024/05/07, 10:25, 957.5183, 36.9775
2024/05/07, 10:25, 957.5225, 36.9930
2024/05/07, 10:25, 957.5323, 37.0070
2024/05/07, 10:25, 957.5318, 37.0232
2024/05/07, 10:25, 957.5295, 37.0442
2024/05/07, 10:25, 957.5389, 37.0709
2024/05/07, 10:25, 957.5397, 37.0843
2024/05/07, 10:25, 957.5385, 37.0926
2024/05/07, 10:25, 957.5278, 37.0963
2024/05/07, 10:26, 957.5307, 37.1012
2024/05/07, 10:26, 957.5460, 37.1090
2024/05/07, 10:26, 957.5460, 37.1183
2024/05/07, 10:26, 957.5415, 37.1228
2024/05/07, 10:26, 957.5348, 37.1250
2024/05/07, 10:26, 957.5449, 37.1250
2024/05/07, 10:26, 957.5391, 37.1256
2024/05/07, 10:26, 957.5338, 37.1237
2024/05/07, 10:26, 957.5380, 37.1222
2024/05/07, 10:26, 957.5436, 37.1197
2024/05/07, 10:26, 957.5435, 37.1167
2024/05/07, 10:26, 957.5413, 37.1126
2024/05/07, 10:27, 957.5288, 37.1091
2024/05/07, 10:27, 957.5287, 37.1064
2024/05/07, 10:27, 957.5350, 37.1004
2024/05/07, 10:27, 957.5341, 37.0943
2024/05/07, 10:27, 957.5259, 37.0898
2024/05/07, 10:27, 957.5276, 37.0812
2024/05/07, 10:27, 957.5321, 37.0790
2024/05/07, 10:27, 957.5373, 37.0749
2024/05/07, 10:27, 957.5388, 37.0728
2024/05/07, 10:27, 957.5441, 37.0765
2024/05/07, 10:27, 957.5594, 37.0921
2024/05/07, 10:27, 957.5693, 37.1134
2024/05/07, 10:28, 957.5685, 37.1392
2024/05/07, 10:28, 957.5513, 37.1643
2024/05/07, 10:28, 957.5331, 37.1804
2024/05/07, 10:28, 957.5298, 37.1843
2024/05/07, 10:28, 957.5319, 37.1862
2024/05/07, 10:28, 957.5285, 37.1893
2024/05/07, 10:28, 957.5306, 37.1908
2024/05/07, 10:28, 957.5489, 37.1942
2024/05/07, 10:28, 957.5476, 37.2021
2024/05/07, 10:28, 957.5527, 37.2169
2024/05/07, 10:28, 957.5584, 37.2345
2024/05/07, 10:28, 957.5630, 37.2595
2024/05/07, 10:29, 957.5541, 37.2877
2024/05/07, 10:29, 957.5463, 37.3189
2024/05/07, 10:29, 957.5355, 37.3482
2024/05/07, 10:29, 957.5142, 37.3749
2024/05/07, 10:29, 957.5089, 37.4014
2024/05/07, 10:29, 957.5022, 37.4256
2024/05/07, 10:29, 957.4892, 37.4496
2024/05/07, 10:29, 957.4943, 37.4716
2024/05/07, 10:29, 957.4987, 37.4875
2024/05/07, 10:29, 957.5046, 37.5101
2024/05/07, 10:29, 957.4991, 37.5437
2024/05/07, 10:29, 957.5034, 37.5814
2024/05/07, 10:30, 957.5055, 37.6191
2024/05/07, 10:30, 957.5101, 37.6621
2024/05/07, 10:30, 957.5033, 37.6993
2024/05/07, 10:30, 957.4933, 37.7332
2024/05/07, 10:30, 957.4905, 37.7666
2024/05/07, 10:30, 957.4587, 37.7974
2024/05/07, 10:30, 957.4545, 37.8311
2024/05/07, 10:30, 957.4790, 37.8703
2024/05/07, 10:30, 957.4758, 37.9047
2024/05/07, 10:30, 957.4758, 37.9404
2024/05/07, 10:30, 957.4819, 37.9759
2024/05/07, 10:30, 957.4852, 38.0114
2024/05/07, 10:31, 957.5034, 38.0477
2024/05/07, 10:31, 957.5165, 38.0840
2024/05/07, 10:31, 957.5115, 38.1212
2024/05/07, 10:31, 957.4980, 38.1581
2024/05/07, 10:31, 957.4987, 38.2006
2024/05/07, 10:31, 957.4879, 38.2405
2024/05/07, 10:31, 957.4824, 38.2804
2024/05/07, 10:31, 957.4713, 38.3176
2024/05/07, 10:31, 957.4583, 38.3596
2024/05/07, 10:31, 957.4398, 38.4000
2024/05/07, 10:31, 957.4304, 38.4386
2024/05/07, 10:31, 957.4456, 38.4838
2024/05/07, 10:32, 957.4532, 38.5262
2024/05/07, 10:32, 957.4540, 38.5671
2024/05/07, 10:32, 957.4540, 38.6073
2024/05/07, 10:32, 957.4419, 38.6447
2024/05/07, 10:32, 957.4358, 38.6807
2024/05/07, 10:32, 957.4503, 38.7161
2024/05/07, 10:32, 957.4436, 38.7510
2024/05/07, 10:32, 957.4359, 38.7852
2024/05/07, 10:32, 957.4320, 38.8241
2024/05/07, 10:32, 957.4227, 38.8621
2024/05/07, 10:32, 957.4144, 38.8971
2024/05/07, 10:32, 957.4407, 38.9393
2024/05/07, 10:33, 957.4339, 38.9755
2024/05/07, 10:33, 957.4208, 39.0076
2024/05/07, 10:33, 957.4322, 39.0398
2024/05/07, 10:33, 957.4390, 39.0709
2024/05/07, 10:33, 957.4405, 39.1054
2024/05/07, 10:33, 957.4558, 39.1440
2024/05/07, 10:33, 957.4658, 39.1758
2024/05/07, 10:33, 957.4688, 39.2080
2024/05/07, 10:33, 957.4705, 39.2404
2024/05/07, 10:33, 957.4624, 39.2694
2024/05/07, 10:33, 957.4658, 39.2992
2024/05/07, 10:33, 957.4718, 39.3266
2024/05/07, 10:34, 957.4455, 39.3521
2024/05/07, 10:34, 957.4304, 39.3761
2024/05/07, 10:34, 957.4140, 39.3992
2024/05/07, 10:34, 957.4232, 39.4234
2024/05/07, 10:34, 957.4207, 39.4508
2024/05/07, 10:34, 957.4285, 39.4825
2024/05/07, 10:34, 957.4445, 39.5076
2024/05/07, 10:34, 957.4250, 39.5342
2024/05/07, 10:34, 957.4151, 39.5605
2024/05/07, 10:34, 957.4364, 39.5876
2024/05/07, 10:34, 957.4372, 39.6164
2024/05/07, 10:34, 957.4533, 39.6474
2024/05/07, 10:35, 957.4487, 39.6747
2024/05/07, 10:35, 957.4392, 39.6995
2024/05/07, 10:35, 957.4281, 39.7221
2024/05/07, 10:35, 957.4221, 39.7477
2024/05/07, 10:35, 957.4191, 39.7744
2024/05/07, 10:35, 957.4135, 39.7976
2024/05/07, 10:35, 957.4255, 39.8222
2024/05/07, 10:35, 957.4275, 39.8473
2024/05/07, 10:35, 957.4409, 39.8726
2024/05/07, 10:35, 957.4543, 39.8962
2024/05/07, 10:35, 957.4490, 39.9196
2024/05/07, 10:35, 957.4451, 39.9436
2024/05/07, 10:36, 957.4432, 39.9703
2024/05/07, 10:36, 957.4440, 39.9955
2024/05/07, 10:36, 957.4557, 40.0207
2024/05/07, 10:36, 957.4578, 40.0438
2024/05/07, 10:36, 957.4587, 40.0631
2024/05/07, 10:36, 957.4467, 40.0834
2024/05/07, 10:36, 957.4565, 40.1064
2024/05/07, 10:36, 957.4757, 40.1267
2024/05/07, 10:36, 957.4743, 40.1457
2024/05/07, 10:36, 957.4865, 40.1634
2024/05/07, 10:36, 957.4819, 40.1841
2024/05/07, 10:36, 957.4775, 40.2068
2024/05/07, 10:37, 957.4662, 40.2279
2024/05/07, 10:37, 957.4576, 40.2468
2024/05/07, 10:37, 957.4500, 40.2667
2024/05/07, 10:37, 957.4473, 40.2862
2024/05/07, 10:37, 957.4526, 40.3071
2024/05/07, 10:37, 957.4407, 40.3306
2024/05/07, 10:37, 957.4385, 40.3548
2024/05/07, 10:37, 957.4393, 40.3832
2024/05/07, 10:37, 957.4531, 40.4162
2024/05/07, 10:37, 957.4532, 40.4462
2024/05/07, 10:37, 957.4540, 40.4759
2024/05/07, 10:37, 957.4512, 40.5073
2024/05/07, 10:38, 957.4562, 40.5407
2024/05/07, 10:38, 957.4422, 40.5759
2024/05/07, 10:38, 957.4363, 40.6116
2024/05/07, 10:38, 957.4312, 40.6458
2024/05/07, 10:38, 957.4197, 40.6789
2024/05/07, 10:38, 957.4291, 40.7118
2024/05/07, 10:38, 957.4472, 40.7500
2024/05/07, 10:38, 957.4478, 40.7838
2024/05/07, 10:38, 957.4391, 40.8187
2024/05/07, 10:38, 957.4290, 40.8502
2024/05/07, 10:38, 957.4299, 40.8819
2024/05/07, 10:38, 957.4238, 40.9173
2024/05/07, 10:39, 957.4125, 40.9525
2024/05/07, 10:39, 957.4147, 40.9843
2024/05/07, 10:39, 957.4222, 41.0183
2024/05/07, 10:39, 957.4303, 41.0532
2024/05/07, 10:39, 957.4252, 41.0832
2024/05/07, 10:39, 957.4270, 41.1131
2024/05/07, 10:39, 957.4219, 41.1431
2024/05/07, 10:39, 957.4451, 41.1701
2024/05/07, 10:39, 957.4436, 41.1941
2024/05/07, 10:39, 957.4346, 41.2170
2024/05/07, 10:39, 957.4338, 41.2411
2024/05/07, 10:39, 957.4194, 41.2624
2024/05/07, 10:40, 957.4200, 41.2814
2024/05/07, 10:40, 957.4334, 41.3001
2024/05/07, 10:40, 957.4390, 41.3178
2024/05/07, 10:40, 957.4382, 41.3314
2024/05/07, 10:40, 957.4457, 41.3437
2024/05/07, 10:40, 957.4528, 41.3555
2024/05/07, 10:40, 957.4647, 41.3705
2024/05/07, 10:40, 957.4495, 41.3842
2024/05/07, 10:40, 957.4330, 41.3982
2024/05/07, 10:40, 957.4315, 41.4099
2024/05/07, 10:40, 957.4330, 41.4230
2024/05/07, 10:40, 957.4302, 41.4360
2024/05/07, 10:41, 957.4250, 41.4510
2024/05/07, 10:41, 957.4207, 41.4695
2024/05/07, 10:41, 957.4344, 41.4905
2024/05/07, 10:41, 957.4269, 41.5085
2024/05/07, 10:41, 957.4355, 41.5267
2024/05/07, 10:41, 957.4423, 41.5458
2024/05/07, 10:41, 957.4146, 41.5631
2024/05/07, 10:41, 957.4183, 41.5721
